,iter,drug,tissue,model,transform,num_genes,balance_Weights,acc,auc
130,30,Atezo,BLCA,RF,tpm,5,False,0.7280334728033473,0.5643280632411067
131,31,Atezo,BLCA,RF,tpm,5,False,0.7573221757322176,0.558596837944664
132,32,Atezo,BLCA,RF,tpm,5,False,0.7656903765690377,0.6392786561264822
133,33,Atezo,BLCA,RF,tpm,5,False,0.7112970711297071,0.5954545454545455
134,34,Atezo,BLCA,RF,tpm,5,False,0.7322175732217573,0.5989130434782609
135,35,Atezo,BLCA,RF,tpm,5,False,0.7405857740585774,0.5946640316205533
136,36,Atezo,BLCA,RF,tpm,5,False,0.7489539748953975,0.5472826086956522
137,37,Atezo,BLCA,RF,tpm,5,False,0.7489539748953975,0.48898221343873527
138,38,Atezo,BLCA,RF,tpm,5,False,0.7447698744769874,0.5996541501976285
139,39,Atezo,BLCA,RF,tpm,5,False,0.7154811715481172,0.4979743083003953
140,40,Atezo,BLCA,RF,tpm,5,False,0.7782426778242678,0.6384387351778656
141,41,Atezo,BLCA,RF,tpm,5,False,0.7615062761506276,0.5075592885375494
142,42,Atezo,BLCA,RF,tpm,5,False,0.7740585774058577,0.6078557312252965
143,43,Atezo,BLCA,RF,tpm,5,False,0.7698744769874477,0.641600790513834
144,44,Atezo,BLCA,RF,tpm,5,False,0.7573221757322176,0.632509881422925
145,45,Atezo,BLCA,RF,tpm,5,False,0.7531380753138075,0.6055830039525691
146,46,Atezo,BLCA,RF,tpm,5,False,0.7405857740585774,0.5794466403162055
147,47,Atezo,BLCA,RF,tpm,5,False,0.7573221757322176,0.6392292490118577
148,48,Atezo,BLCA,RF,tpm,5,False,0.7782426778242678,0.6463932806324111
149,49,Atezo,BLCA,RF,tpm,5,False,0.7154811715481172,0.6108201581027668
150,0,Atezo,BLCA,MLP,tpm,5,False,0.7280334728033473,0.5025691699604743
151,1,Atezo,BLCA,MLP,tpm,5,False,0.7280334728033473,0.4717391304347826
152,2,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.6165019762845849
153,3,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.6353754940711462
154,4,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5607707509881422
155,5,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5448616600790515
156,6,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5746047430830039
157,7,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.4531620553359684
158,8,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.48774703557312254
159,9,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.44752964426877473
160,10,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.6261857707509881
161,11,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5876482213438735
162,12,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.6011857707509881
163,13,Atezo,BLCA,MLP,tpm,5,False,0.7364016736401674,0.4134387351778656
164,14,Atezo,BLCA,MLP,tpm,5,False,0.7280334728033473,0.45879446640316207
165,15,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5116600790513834
166,16,Atezo,BLCA,MLP,tpm,5,False,0.7656903765690377,0.4722332015810277
167,17,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5808300395256917
168,18,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5858695652173913
169,19,Atezo,BLCA,MLP,tpm,5,False,0.7656903765690377,0.5819169960474309
170,20,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.625494071146245
171,21,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5130434782608695
172,22,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5880434782608696
173,23,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.525197628458498
174,24,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.6859683794466404
175,25,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5310276679841897
176,26,Atezo,BLCA,MLP,tpm,5,False,0.7447698744769874,0.49960474308300395
177,27,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.4399209486166008
178,28,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.6405138339920948
179,29,Atezo,BLCA,MLP,tpm,5,False,0.7280334728033473,0.483695652173913
180,30,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.6689723320158102
181,31,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.600592885375494
182,32,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.6272727272727272
183,33,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.6034584980237154
184,34,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5223320158102767
185,35,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.6578063241106719
186,36,Atezo,BLCA,MLP,tpm,5,False,0.7698744769874477,0.5627470355731226
